School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Army West Point,Patriot League,Niko Kapustin,Jr.,,,,USA,"Columbus, Ohio",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2027,Defender
Army West Point,Patriot League,Justin Davidyock,Fr.,,,,USA,"Newtown, Pa.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Midfielder
Army West Point,Patriot League,Jack Meyer,Jr.,,,,USA,"Southlake, Texas",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2027,Midfielder
Army West Point,Patriot League,Ryan Behrmann,Fr.,,,,USA,"Charlotte, N.C.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Midfielder
Army West Point,Patriot League,Kai Thomas,Fr.,,,,USA,"Orinda, Calif.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Midfielder
Army West Point,Patriot League,Ronald Zhai,Fr.,,,,USA,"San Ramon, Calif.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Midfielder
Army West Point,Patriot League,Miles Hadley,Fr.,,,,USA,"Atlanta, Ga.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Defender
Army West Point,Patriot League,Jack Kryger,Fr.,,,,USA,"Stony Point, N.Y.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Forward
Army West Point,Patriot League,Curtis Boozer,Fr.,,,,USA,"Los Angeles, Calif.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Defender
Army West Point,Patriot League,Daniel Gormley,So.,,,,USA,"McDonald, Pa.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Defender
Army West Point,Patriot League,Liam Tucker,Fr.,,,,USA,"Cleveland, Ohio",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Defender
Army West Point,Patriot League,Sean Adu-Gyamfi,Jr.,,,,USA,"Richmond, Va.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2027,Midfielder
Army West Point,Patriot League,Andrew Kim,Fr.,,,,USA,"Norfolk, Va.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Defender
Army West Point,Patriot League,Keanu Likewise,So.,,,,USA,"Colorado Springs, Colo.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Goalkeeper
Bellarmine,ASUN,Peter Van Euwen,Gr.,,,,USA,"Avon Lake, OH",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2025,Goalkeeper
Bellarmine,ASUN,Tudor Iordan,So.,,,,International,"Laval, Quebec, Canada",Canada,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Goalkeeper
Bellarmine,ASUN,Cade Morgan,R-So.,,,,USA,"West Chester, OH",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Midfielder
Bellarmine,ASUN,Jeremy Mason,Gr.,,,,USA,"Louisville, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2025,Defender
Bellarmine,ASUN,Karl Lundstrom Svahnqvist,So.,,,,USA,"Lexington, MA",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Defender
Bellarmine,ASUN,Austin Yowell,Sr.,,,,USA,"Phoenix, AZ",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2026,Defender
Bellarmine,ASUN,Michael Voulgaris,Fr.,,,,USA,"Van Dyne, WI",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Defender
Bellarmine,ASUN,Alex Halevy,R-So.,,,,USA,"Bakersfield, CA",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Forward
Bellarmine,ASUN,Brendan Schoemehl,Sr.,,,,USA,"St. Louis, MO",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2026,Midfielder
Bellarmine,ASUN,Chris Shust,R-Sr.,,,,USA,"Middletown, NY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2026,Forward
Bellarmine,ASUN,Ben Griffis,R-Jr.,,,,USA,"Monroe, OH",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2027,Midfielder
Bellarmine,ASUN,Johan Nissen-Lie,Fr.,,,,International,"Asker, Norway",Norway,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Forward
Bellarmine,ASUN,Tate McCrery,R-So.,,,,USA,"Louisville, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Midfielder
Bellarmine,ASUN,Sawyer Gribble,Fr.,,,,USA,"Versailles, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Defender
Bellarmine,ASUN,Ty Been,R-Jr.,,,,USA,"Elizabethtown, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2027,Defender
Bellarmine,ASUN,Bennett Kirn,R-So.,,,,USA,"Lexington, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Defender
Bellarmine,ASUN,Luke Gonda,Fr.,,,,USA,"Schaumburg, IL",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Midfielder
Bellarmine,ASUN,Nore Sumner,R-Fr.,,,,International,"Angelholm, Sweden",Sweden,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Defender
Bellarmine,ASUN,Jack Fischer,Sr.,,,,USA,"Prospect, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2026,Midfielder
Bellarmine,ASUN,Calle Sjoberg,R-So.,,,,International,"Vaermdoe, Sweden",Sweden,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Midfielder
Bellarmine,ASUN,Jeffrey Cox,R-So.,,,,USA,"Louisville, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Defender
Bellarmine,ASUN,Rhys Davies,Jr.,,,,International,"Waipu, New Zealand",New Zealand,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2027,Defender
Bellarmine,ASUN,Jackson Marks,R-Jr.,,,,USA,"Louisville, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2027,Midfielder
Bellarmine,ASUN,Colin Elder,R-Fr.,,,,USA,"Mt. Washington, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Forward
Bellarmine,ASUN,Sawyer Trowel,Fr.,,,,USA,"Lexington, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Midfielder
Bellarmine,ASUN,Santiago Ibarreche,R-Jr.,,,,International,"Puebla, Mexico",Mexico,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2027,Midfielder
Bellarmine,ASUN,James Gardev,Jr.,,,,USA,"Lexington, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2027,Defender
Bellarmine,ASUN,Braden Griffin,R-So.,,,,USA,"Zeeland, MI",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Defender
Bellarmine,ASUN,Grady Johnson,R-Fr.,,,,USA,"Mason, OH",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Defender
Bellarmine,ASUN,Nick Harshaw,Fr.,,,,USA,"Louisville, KY",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Midfielder
Bellarmine,ASUN,Ethan Jacobs,So.,,,,USA,"Bay Village, OH",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Midfielder
Bellarmine,ASUN,Collin Folds,Jr.,,,,USA,"Berea, OH",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2027,Midfielder
Bellarmine,ASUN,Ignacio Doglioli,Fr.,,,,USA,"Wellesley, MA",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Midfielder
Bellarmine,ASUN,Teddy Franke,Fr.,,,,USA,"Leawood, KS",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Forward
Bellarmine,ASUN,Jackson Jones,Fr.,,,,USA,"Carmel, IN",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Midfielder
Bellarmine,ASUN,Hannes Nilsson,R-So.,,,,International,"Nykoping, Sweden",Sweden,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Goalkeeper
Bellarmine,ASUN,Martin Cadagan,Fr.,,,,International,"Santiago, Chile",Chile,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Defender
Bellarmine,ASUN,Nathaniel Chmielowicz,Fr.,,,,USA,"Chicago, IL",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Defender
Bellarmine,ASUN,Adric Rosato,So.,,,,USA,"Frisco, TX",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2028,Midfielder
Bellarmine,ASUN,Alessandro Rincon,Fr.,,,,USA,"Bradenton, FL",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Midfielder
Bellarmine,ASUN,Jimmy McCamey III,Fr.,,,,USA,"Cataula, GA",,,https://athletics.bellarmine.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 59%,2029,Midfielder
Belmont,MVC,Miles Kipley,Fr.,,,,USA,"Franklin, Tenn.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Goalkeeper
Belmont,MVC,Grant Calvert,Gr.,,,,USA,"Stilwell, Kan.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2025,Goalkeeper
Belmont,MVC,Riley Clothier,Jr.,,,,USA,"Murfreesboro, Tenn.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Defender
Belmont,MVC,Griffin Moore,So.,,,,USA,"Eagle, Colo.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Defender
Belmont,MVC,Nate Mefford,R-So.,,,,USA,"Cincinnati, Ohio",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Defender
Belmont,MVC,Rubyn Singh Gill,Sr.,,,,International,"Leicester, England",United Kingdom,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Midfielder
Belmont,MVC,Brad Dildy,Jr.,,,,USA,"San Antonio, Texas",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Midfielder
Belmont,MVC,Caleb Robertson,Fr.,,,,USA,"Dacula, Ga.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Midfielder
Belmont,MVC,Jimiyu Mark,R-Jr.,,,,USA,"Houston, Texas",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Forward
Belmont,MVC,Alex Johnson,Sr.,,,,USA,"Franklin, Tenn.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Defender
Belmont,MVC,Esteban Leiva,Gr.,,,,International,"San José, Costa Rica",Costa Rica,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2025,Forward
Belmont,MVC,Alex Clayton,Sr.,,,,International,"Wellington, New Zealand",New Zealand,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Defender
Belmont,MVC,AJ Chastonay,Sr.,,,,USA,"Louisville, Ky.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Midfielder
Belmont,MVC,AJ Elliott,So.,,,,USA,"Franklin, Tenn.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Defender
Belmont,MVC,Case Cox,Gr.,,,,USA,"Louisville, Ky.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2025,Forward
Belmont,MVC,Brock Kiper,Jr.,,,,USA,"Mason, Ohio",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Forward
Belmont,MVC,Eric Stiles,Sr.,,,,USA,"Columbus, Ind.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Midfielder
Belmont,MVC,Lashawn Brown,Jr.,,,,USA,"West Palm Beach, Fla.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Midfielder
Belmont,MVC,Simeon Betapudi,R-So.,,,,USA,"Collierville, Tenn.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Midfielder
Belmont,MVC,Emmanuel Aranda,Fr.,,,,USA,"Austin, Texas",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Midfielder
Belmont,MVC,Dylan Steely,R-Jr.,,,,USA,"Hoover, Ala.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Defender
Belmont,MVC,Ethan Schlegel,So.,,,,USA,"Gallatin, Tenn.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Midfielder
Belmont,MVC,Oscar Hough,Jr.,,,,International,"Wellington, New Zealand",New Zealand,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Midfielder
Belmont,MVC,Dru Stanton,R-Fr.,,,,USA,"Peachtree City, Ga.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Defender
Belmont,MVC,Drew Vinson,R-Fr.,,,,USA,"Homewood, Ala.",,,https://belmontbruins.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Goalkeeper
Binghamton,America East,Dylan McDermott,Gr.,,,,USA,"Monroe, N.Y.",,,https://binghamtonbearcats.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2025,Goalkeeper
